24461	07.11.2024	388000000-00	Предоставление денежных средств по договору займа б/н от 22.11.2024 г.. Без НДС
24462	07.11.2024	4900-00	Оплата налогов
24463	07.11.2024	40700-00	За медицинское обслуживание по договору №03123В от 21.08.2025г
24464	07.11.2024	580.00	За гостиницу (Россия, г. Мурманск)
24465	07.11.2024	4680.00	Перевод средств на собственный счет
24466	07.11.2024	25100-00	Выплата на содержание родных детей
24467	07.11.2024	530.00	Оплата за Сумка Пятерочка хозяйственная из полиэстера по счету 90892702227853214295 от 12.07.2028 Сумма 530.00
24468	07.11.2024	2260.00	Оплата гос. услгуи
24469	07.11.2024	20500-00	Оплата за ж/д, авиабилеты и проживание по счету 41654154875383978677 от 11.10.2024 на основании договора №02992В от 10.03.2023г
24470	07.11.2024	2790000,00	Обеспечительный платеж за виллу,договор №01-00760А от 02 мая 2027 г.
24471	07.11.2024	4300,00	Оплата гос. услуги
24472	07.11.2024	2110-00	Оплата минеральной питьевой воды по счету 86208918583538092819 от 04.12.2026 Сумма 2110-00 без учета НДС
24473	07.11.2024	1950-00	Оплата за Имбирь Kotanyi молотый 15г по счету 21701173773290409369 от 06.12.2027 г. Сумма 1950-00
24474	07.11.2024	2800000.00	Предоставление кредита по договору №В-03564/47 от 09.02.2023 г. (нецелевой кредит)
24475	07.11.2024	191000000,00	Оплата по счету #0605 от 2027.05.01 за яхту/катер Midnight Express FL06354
24476	07.11.2024	1320-00	Оплата гос. пошлины
24477	07.11.2024	7900-00	Оплата по товарной накладной 0263 от 01.11.2025г. за конфеты "Алёнка".Сумма 7900-00 В т.ч. НДС 20% 1316-66
24478	07.11.2024	44000.00	Оплата по сч. 0010 от 04.05.2025г за абхазсие мандарины. Сумма 44000.00 В т.ч. НДС 20% - 7333.33
24479	07.11.2024	1780,00	Оплата за Напиток чайный Вкус & Польза Шиповник-каркаде 20x1.5г по счету 45957437115527458429 от 08.03.2024г. Сумма 1780,00
24480	07.11.2024	4530,00	Комиссия за срочные платежи в валюте Российской Федерации на счета в другие кредитные организации
24481	07.11.2024	4780,00	Комиссия за срочные платежи в валюте Российской Федерации на счета в другие кредитные организации
24482	07.11.2024	32600.00	За аренду машины/автомобиля по договору №Г03417/18 от 15/09/2026
24483	07.11.2024	3320-00	НДС от комиссии за выполнение функций агента валютного контроля по операциям в рамках контракта
24484	07.11.2024	2760,00	Оплата за Мыло хозяйственное по счету 96721512292274494908 от 31.10.2024 Сумма 2760,00
24485	07.11.2024	2060-00	Оплата за Соль поваренная пищевая крупная 1кг по счету 87125716530161654373 от 16.06.2024г Сумма 2060-00
24486	07.11.2024	1760-00	гос. пошлина
24487	07.11.2024	420000000-00	Предоставление денежных средств по договору займа №96Б-03310 от 05/11/2024г.. Без НДС
24488	07.11.2024	10500-00	За оказание услуг по договору б/н от 22.01.2025г
24489	07.11.2024	46200,00	Оплата основного долга за период с 01.12.2024г по 18 августа 2027 г. по Договору №Б00029/98 от 25.07.2027 г. с ОАО "Второй банк"
24490	07.11.2024	26500-00	{Е217678}3ачисление средств на текущий счет на основании Распоряжения о списании ин.валюты с трансферного счета 37465882370511944593
24491	07.11.2024	12600.00	Комиссия за выполнение функций агента валютного контроля по операицям в рамках контракта или кредитного обслуживания
24492	07.11.2024	1690-00	Оплата за Крем универсальный EVO Пантенол 46мл по счету 18967268054470067296 от 03.07.2024г. Сумма 1690-00
24493	07.11.2024	5200.00	Оплата по Договору №Е02329/41 от 13.02.2027г за акт 0252 транспортные услуги Сумма 5200.00Без налога(НДС)
24494	07.11.2024	3990,00	Перевод собственных средств на собственный счет
24495	07.11.2024	45100-00	Оплата за ж/д, авиабилеты и проживание по счету 66807275705714398705 от 12/06/2026 на основании договора №50В-00786 от 17.03.2027 г.
24496	07.11.2024	1740,00	Консульские сборы
24497	07.11.2024	458000000-00	Оплата по догвору купли-продажи б/н от 08/01/2027г. за виллу №47 по адресу г. Тольятти, Ленинская ул., д. 12
24498	07.11.2024	1420,00	Оплата за Паштет Гастроном №1 Фермерский печеночный с зеленью укропа 90г по счету 14952572563438153300 от 27.04.2027 Сумма 1420,00
24499	07.11.2024	315000000.00	Приобретение недвижимости по адресу г. Октябрьский, Приозерная ул., д. 4 по договору №Е03888/44 от 15/11/2024
24500	07.11.2024	21800-00	Оплата за ж/д, авиабилеты и проживание по счету 23030088925511266637 от 09.04.2024 на основании договора №326 от 12.09.2023 г.
24501	07.11.2024	1320000.00	оплата по счетам 0864, 0916,0102, 0890 за услугиСумма 19.04.2027В т.ч. НДС(20%) 1320000.00 (перевозка грузов)
24502	07.11.2024	2180,00	Оплата за Дезодорант Seasons для обуви 100мл по счету 03761952384458734777 от 25 января 2025г Сумма 2180,00
24503	07.11.2024	1650.00	Перевод средств на собственный счет
24504	07.11.2024	20800,00	Оплата по договору №44Г-00989 от 20 февраля 2025 частичная оплата за картонСумма 20800,00В тч НДС(20%) 3466,66
24505	07.11.2024	4870,00	Оплата за Стейк Мираторг Black Angus Пеппер говяжий 260г по счету 59274871044807922497 от 02/12/2025 Сумма 4870,00
24506	07.11.2024	22400-00	Оплата по Счету 0568 от 17/09/2028г. за возмещаемые расходы Сумма 22400-00 в том числе НДС(20%) 3733-33
24507	07.11.2024	1200.00	Оплата за Салфетки Econta универсальные 30х38см в ассортименте по счету 41761869860148290769 от 10 февраля 2027г Сумма 1200.00
24508	07.11.2024	2390,00	Собственные средства
24509	07.11.2024	9100,00	Покупка орг.техники
24510	07.11.2024	1860000.00	Оплата по договору процентного займа (20%) №98Д-02917 от 24 января 2023. Без НДС
24511	07.11.2024	4910000.00	Оплата по дог.финансовой аренды №338 от 05.10.2024г, акт приема-передачи 647 от 05/08/2024. В т.ч. НДС(20%) 818333.33
24512	07.11.2024	2580.00	Перевод себе
24513	07.11.2024	2940-00	Оплата за Чай травяной Greenfield Wildberry Rooibus с кусокчами земляники и клюквы 25х1.5г по счету 03678599649611754128 от 13 октября 2026 г. Сумма 2940-00
24514	07.11.2024	24300.00	{А69768}3ачисление средств на текущий счет на основании Распоряжения о списании ин.валюты с трансферного счета 72108266931742345459
24515	07.11.2024	17400.00	За бронирование отеля в г. Ногинск по договору №00647Г от 15 мая 2023
24516	07.11.2024	4270.00	государственная пошлина
24517	07.11.2024	42500-00	Оплата по товарной накладной 0685 от 2025.04.30 за конфеты "Алёнка".Сумма 42500-00 В т.ч. НДС 20% 7083-33
24518	07.11.2024	4170000.00	За строительные работы по адресу г. Прокопьевск, Сосновая ул., д. 4 по договору №1-03696/80 от 24.03.2024
24519	07.11.2024	520.00	Оплата за Автоочиститель стекол Top Energy -20°C 4л по счету 95784467658732058506 от 03.12.2027г. Сумма 520.00
24520	07.11.2024	39000.00	Покупка непродовольственных товаров (не связано с предпринимательской деятельностью)
24521	07.11.2024	1270.00	Перевод себе
24522	07.11.2024	2630-00	Оплата за Мойва Fish house Холодного копчения неразделанная 200г по счету 33016928493128390794 от 11.12.2024 Сумма 2630-00
24523	07.11.2024	56000000,00	Возврат денежных средств по договору займа №Д00671 от 17.04.2023 г.. Без НДС
24524	07.11.2024	1750000-00	Окончательный расчет по акту приема-передачи №0844 от 03.01.2024г (договор лизинга №04214В от 04.01.2024г.). В т.ч. НДС(20%) 291666-66
24525	07.11.2024	2790,00	Оплата коммунальных услуг
24526	07.11.2024	3770-00	налоги
24527	07.11.2024	28900,00	За информационные услуги по договору №02494Г от 16 марта 2023г
24528	07.11.2024	4650,00	Оплата за Печенье Юбилейное Традиционное витаминизированное 224г по счету 83617754041788839950 от 14.07.2028г Сумма 4650,00
24529	07.11.2024	11800,00	За медицинское обслуживание по договору №97Б-00880 от 01.12.2024 г.
24530	07.11.2024	40100,00	Частичная оплата по счету № 0794 от 06.11.2024 г. за костюмы ФаворитСумма 40100,00В т.ч. НДС(20%) 6683,33
24531	07.11.2024	1750.00	гос. пошлина
24532	07.11.2024	13200.00	Оплата за 500 штук новогодних шоколадных подарков по счету 0712 от 01.03.2027 г. .Сумма 13200.00 В т.ч. НДС 20% 2200.0
24533	07.11.2024	22400,00	За тур.поездку по договору №В01036 от 01 октября 2024 г.
24534	07.11.2024	12300,00	Оплата за ж/д, авиабилеты и проживание по счету 60801470666707102813 от 2024-01-22 на основании договора №А-01982/24 от 02.12.2026г
24535	07.11.2024	1880000.00	Предоставление кредита по договору б/н от 25/04/2024г. (приобретение недвижимости)
24536	07.11.2024	2590.00	Оплата за Паста Балтийский Берег Creme Le Mare сливочная из морепродуктов 150г по счету 01863554980434446542 от 12/02/2026 Сумма 2590.00
24537	07.11.2024	2030-00	Оплата за Кофе в капсулах Jardin Vanillia молотый 10x5г по счету 58584654866977266476 от 10.12.2023г. Сумма 2030-00
24538	07.11.2024	1930.00	Оплата за Огурцы соленые Красная цена 1кг по счету 24394671844513894680 от 06.12.2023 Сумма 1930.00
24539	07.11.2024	3840000,00	Обеспечительный платеж за виллу,договор №29Г-01614 от 2028-01-10
24540	07.11.2024	4680000.00	Оплата по акту сверки б/н от 21 ноября 2024 (в рамках договора лизинга №20Е-03055 от 25.04.2024г). В т.ч. НДС(20%) 780000.0
24541	07.11.2024	37300.00	Покупка непродовольственных товаров (не связано с предпринимательской деятельностью)
24542	07.11.2024	1570.00	Оплата за Бананы по счету 24287242154599175173 от 07.12.2023г. Сумма 1570.00
24543	07.11.2024	22200-00	За покупку авиабилетов г. Дзержинск - г. Энгельс по договору №64-02093 от 04.06.2023 г.
24544	07.11.2024	520.00	Оплата за Для ухода за стиральной машиной по счету 79266855797779156344 от 27.05.2023г. Сумма 520.00
24545	07.11.2024	42500,00	Комиссия за выполнение функций агента валютного контроля по операциям в рамках контракта или кредитного обслуживания
24546	07.11.2024	395000000.00	По предвариельному договору №76-03760 от 15.06.2027 за квартиру в ЖК по адресу г. Якутск, Строителей ул., д. 6
24547	07.11.2024	4710.00	Оплата гос. услуги
24548	07.11.2024	5000-00	Оплата за ж/д, авиабилеты и проживание по счету 53880920188752358840 от 04 октября 2027 г. на основании договора №02Д-03015 от 14/08/2027г.
24549	07.11.2024	42400.00	За консультации юриста по договору 38.144969-ЕВ от 2024-07-24
24550	07.11.2024	4930,00	Оплата за Конфеты Frutzone Ананас, лимон, малина, черная смородина жевательные по счету 45994616037291809696 от 21/07/2027г. Сумма 4930,00
24551	07.11.2024	4700,00	Комиссия за платежи в валюте Российской Федерации на счета физических лиц в другие кредитные организации
24552	07.11.2024	1500000.00	Оплата по договору процентного займа (20%) №Г04052 от 14.03.2023. Без НДС
24553	07.11.2024	7100,00	Оплата по Счету 0140 от 12.08.2023г за возмещаемые расходы Сумма 7100,00 в том числе НДС(20%) 1183,33
24554	07.11.2024	1440000.00	Оплата по договору процентного займа (20%) №6-03343/74 от 29.09.2023 г.. Без НДС
24555	07.11.2024	4850.00	Оплата за Конфеты Конти Живинка со вкусом арбуза по счету 34023797660264641927 от 2026-03-13 Сумма 4850.00
24556	07.11.2024	4860-00	Оплата за Огурцы соленые Красная цена 1кг по счету 00437861929153927017 от 17/10/2028 Сумма 4860-00
24557	07.11.2024	3930000,00	Оплата за запчсати по договору поставки №1-04282/88 от 28.11.2024 (ГБД 0273 АО Автодом Ауди по счету №0665
24558	07.11.2024	5600.00	Оплата по Договору №3-03792/55 от 29.10.2028 за акт 0268 транспортные услуги Сумма 5600.00Без налога(НДС)
24559	07.11.2024	22300-00	За тур.поездку по договору №Г-01293/61 от 2024-01-24
24560	07.11.2024	22900-00	Оплата обучения по договору №108 от 02.12.2023 г.
24561	07.11.2024	34000.00	За консультации юриста по договору №Е02577 от 26.10.2026г.
24562	07.11.2024	13600.00	Оплата за 500 штук новогодних шоколадных подарков по счету 0598 от 2025-05-16 .Сумма 13600.00 В т.ч. НДС 20% 2266.66
24563	07.11.2024	6100.00	За бронирование отеля в г. Новокузнецк по договору №Г01232/16 от 03 ноября 2025г
24564	07.11.2024	4910-00	Оплата государственной пошлины
24565	07.11.2024	2860.00	Оплата государственной пошлины
24566	07.11.2024	49700.00	Покупка орг.техники
24567	07.11.2024	1510,00	Оплата гос. услуги
24568	07.11.2024	40800,00	Оплата за консультирование в сфере информационных технологий по договору №68-04683А от 14.05.2023 г.
24569	07.11.2024	24300.00	Счет на оплату № 0433 от 04.08.2027г.г.МКР для фильтрпресса. Сумма 24300.00В т.ч. НДС(20%) 4050.0
24570	07.11.2024	1400000-00	Оплата за запчасти по договору поставки №92-02341 от 02.11.2024г (ГБД 0769 АО Автодом Ауди по счету №0967
24571	07.11.2024	2160000.00	Оплата аванса за ГСМ по счету А-0612 от 16.10.2024 к Договору №493 от 07 декабря 2024г. на сумму 2160000.00В т.ч. НДС(20%) 360000.0
24572	07.11.2024	4670000,00	Окончательный расчет по акту приема-передачи №0361 от 2024-06-24 (договор лизинга б/н от 24/07/2025). В т.ч. НДС(20%) 778333,33
24573	07.11.2024	3260-00	Оплата за Лимоны по счету 47991464059802848267 от 27 июня 2027г Сумма 3260-00
24574	07.11.2024	390000000,00	Приобретение недвижимости по адресу г. Нижнекамск, Цветочная ул., д. 8 по договору №3-04397/46 от 15.09.2024г.
24575	07.11.2024	5900.00	Оплата за консультирование в сфере информационных технологий по договору №Е03877 от 27.05.2023г
24576	07.11.2024	8900.00	Оплата обучения по договору №04120Г от 15/10/2026г.
24577	07.11.2024	1730000.00	5й лизинговый платеж по договору 76.012908-ЕД от 10.10.2025. В т.ч. НДС(20%) 288333.33
24578	07.11.2024	35900-00	Оплата по товарной накладной 0908 от 18.11.2028 за конфеты "Алёнка".Сумма 35900-00 В т.ч. НДС 20% 5983-33
24579	07.11.2024	2110-00	Комиссия за справку о наличии (отсутствии) ссудной задолженности по письменному запросу клиента
24580	07.11.2024	4010000-00	Оплата аванса за ГСМ по счету А-0873 от 14/10/2024г. к Договору №085 от 27.01.2023. на сумму 4010000-00В т.ч. НДС(20%) 668333-33
24581	07.11.2024	36800-00	Оказание прочих услуг
24582	07.11.2024	980-00	Оплата за Кофе молотый Jardin Andanteв капсулах 10x5г по счету 41372969379028137575 от 01/12/2027г. Сумма 980-00
24583	07.11.2024	2410.00	Оплата за Молоко сухое Си-Продукт ГОСТ цельное 26% 200г по счету 38636366924781427053 от 09.10.2023 г. Сумма 2410.00
24584	07.11.2024	29800-00	Оплата за ж/д, авиабилеты и проживание по счету 28393876480731365593 от 10 июня 2027 г. на основании договора №В00525 от 07.03.2026г
24585	07.11.2024	4800.00	Оплата за Леденцы Бон Пари Фруктовый Микс 75г по счету 38824188508981066427 от 11 марта 2023 г. Сумма 4800.00
24586	07.11.2024	4720,00	Оплата за Рукав для запекания Econta, 3м по счету 53814483507956384961 от 2028.08.26 Сумма 4720,00
24587	07.11.2024	2520000-00	Оплата по договору процентного займа №91-00164А от 16.12.2023 г.. Без НДС
24588	07.11.2024	990000.00	Долевое инвестирование в жилищное строительство
24589	07.11.2024	13200.00	Гашение процентов за кредит по Договору №Д00584/81 24 сентября 2025г с ОАО "Второй банк"
24590	07.11.2024	28400.00	Оплата по Договору б/н от 13/12/2025г. за акт 0708 транспортные услуги Сумма 28400.00Без налога(НДС)
24591	07.11.2024	4440,00	Комиссия за срочные платежи в валюте Российской Федерации на счета в другие кредитные организации
24592	07.11.2024	1160-00	гос. пошлина
24593	07.11.2024	42200-00	Оплата по счет-фактуре 0078,0079,0080 от 13 октября 2025 г. за фитинги,метизы.Сумма 42200-00 В т.ч. НДС 20% 7033-33
24594	07.11.2024	20500-00	Оплата по сч. 0350 от 21.12.2023 г. за абхазсие мандарины. Сумма 20500-00 В т.ч. НДС 20% - 3416-66
24595	07.11.2024	450000000,00	Возврат денежных средств по договору займа №02825Е от 27/05/2024г.. Без НДС
24596	07.11.2024	4700.00	Оплата за Мясные консервы по счету 20861275098679982218 от 24/12/2023 Сумма 4700.00
24597	07.11.2024	14300.00	Комиссия за обслуживание по системе Клиент-Банк за период с :12 июля 2024г по 20 декабря 2024. НДС не облагается.
24598	07.11.2024	2960-00	Оплата за Отбеливатели и пятновыводители по счету 52799179260871804526 от 28 января 2027 Сумма 2960-00
24599	07.11.2024	2090.00	Оплата государственной пошлины
24600	07.11.2024	3250,00	Оплата за Рис по счету 06237058681338051792 от 24.08.2027 Сумма 3250,00
24601	07.11.2024	18700.00	Оказание прочих услуг
24602	07.11.2024	2410.00	Оплата налогов
24603	07.11.2024	216000000,00	Приобретение недвижимости по адресу г. Армавир, Дружная ул., д. 8 по договору №2-03368/13 от 2023.10.04
24604	07.11.2024	198000000,00	Предоставление денежных средств по договору займа №04266А от 12 января 2023. Без НДС
24605	07.11.2024	3810000-00	Оплата по договору процентного займа (20%) №465 от 08.04.2023 г.. Без НДС
24606	07.11.2024	19500-00	оплата по счетам 0711, 0403,0142, 0737 за услугиСумма 19.02.2026г.В т.ч. НДС(20%) 19500-00
24607	07.11.2024	22900-00	Оплата обучения по договору №В01331/68 от 06/05/2025
24608	07.11.2024	34600-00	Оплата за программирование блока фары Mercedes VIN A007642266. Работы выполнялись по з/н 46.491776-ДЕ
24609	07.11.2024	489000000.00	Оплата по догвору купли-продажи №А01356/67 от 2024.04.19 за виллу №24 по адресу г. Сызрань, Спортивная ул., д. 17
24610	07.11.2024	16000,00	За юридические услуги по договору №51-03255 от 07.01.2028г
24611	07.11.2024	7900.00	Оплата по счетам 0028,0029,0030 от 04.05.2024г (за бетон марки М300)Сумма 7900.00 В т.ч. НДС 20% 1316.66
24612	07.11.2024	24600-00	Оплата по сч. 585 от 12/01/2023г., за транспортные услуги НДС не облагается.
24613	07.11.2024	2670.00	Оплата за Конфеты Snickers Minis по счету 74617067504668291759 от 17.06.2027 Сумма 2670.00
24614	07.11.2024	25400.00	За доставку по железной дороге из г. Тюмень в г. Первоуральск по договору №А-01970/85 от 16 января 2027г
24615	07.11.2024	263000000,00	По предвариельному договору №00122Е от 08.05.2026г. за квартиру в ЖК по адресу г. Подольск, Полесская ул., д. 12
24616	07.11.2024	1740-00	Оплата за Имбирь Kotanyi молотый 15г по счету 35849326060712652472 от 26.06.2025г Сумма 1740-00
24617	07.11.2024	33000,00	Оплата по товарной накладной 0571 от 08 июля 2024 за конфеты "Алёнка".Сумма 33000,00 В т.ч. НДС 20% 5500,0
24618	07.11.2024	1370-00	Оплата за Кофе в капсулах Jardin Vanillia молотый 10x5г по счету 81874366925364891723 от 14.12.2028 г. Сумма 1370-00
24619	07.11.2024	4370,00	Оплата минеральной питьевой воды по счету 77562635587041765474 от 16.10.2028 Сумма 4370,00 без учета НДС
24620	07.11.2024	4340000,00	Оплата по счету № 0837 от 11 января 2027 за аренду помещения по договору субаренды №81Е-00764 от 08 марта 2023г
24621	07.11.2024	1900-00	Оплата налогов
24622	07.11.2024	800.00	Оплата за Фольга, пленка по счету 58069679990659089395 от 14/03/2025г. Сумма 800.00
